"template_id","segment_id","lifecycle_stage","goal_id","theme","message_title_en","message_title_hi","message_body_en","message_body_hi","cta_text_en","cta_text_hi","tone_used","hook_type","feature_reference","iteration"
"Inactive_Socialite_Day_30_Scarcity_and_Impatience_T4","3","inactive","Day_30","scarcity","Don't Miss Out on Your Spot!","अपनी जगह मिस मत करो!","Your friends are climbing the ranks! See where you stand among them right now.","तुम्हारे दोस्त रैंक में ऊपर चढ़ रहे हैं! अभी देखो तुम उनके बीच कहाँ हो।","See Leaderboard","लीडरबोर्ड देखो","Supportive","leaderboards","leaderboards","0"
"Inactive_Socialite_Day_30_Scarcity_and_Impatience_T5","3","inactive","Day_30","scarcity","Leaderboard Update: Check Your Rank!","लीडरबोर्ड अपडेट: अपनी रैंक देखो!","Your current ranking is ready. See it now and plan your next move.","तुम्हारी करेंट रैंकिंग तैयार है। अभी देखो और अपना अगला कदम प्लान करो।","View My Rank","मेरी रैंक देखो","Professional","leaderboards","leaderboards","0"
"Dormant_Social_Day_1_Unpredictability_T1","4","inactive","Day_1","unpredictability","Your New Ranking Awaits!","Aapki Nayi Ranking Ka Intezaar!","Check the leaderboards now to see your latest position and challenge friends.","Leaderboards par apna latest score dekho aur friends ko challenge karo.","Check Leaderboards","Leaderboards Dekho","Motivational","leaderboards_social","leaderboards","0"
"Dormant_Social_Day_1_Unpredictability_T2","4","inactive","Day_1","unpredictability","Sia misses talking to you!","Sia ko aapki yaad aa rahi hai!","Practice English stress-free. Your AI friend is ready for a chat right now.","Bina tension English practice karein. Aapka AI dost chat ke liye ready hai.","Chat with Sia","Sia se Baat Karein","Friendly","Sia Chat","sia_chat","1"
"Dormant_Social_Day_1_Unpredictability_T3","4","inactive","Day_1","unpredictability","Your safe space to practice speaking.","English practice ka safe space.","Sia is ready for a judgment-free chat. Improve your English today.","Sia hai aapke liye, bina judgment. Aaj hi apni English behtar karein.","Practice with Sia","Sia ke saath practice karein","Supportive","Sia Chat","sia_chat","1"
"Dormant_Social_Day_1_Unpredictability_T4","4","inactive","Day_1","unpredictability","Missed practicing? Sia is here, no pressure!","Practice chhoot gaya? Sia hai yahaan, no pressure!","Chat freely, get instant feedback. Your safe space to speak English.","Free hokar baat karo, instant feedback paao. Aapki safe space English bolne ke liye.","Chat with Sia","Sia se chat karo","Empathetic","Sia Chat","sia_chat","1"
"Dormant_Social_Day_1_Unpredictability_T5","4","inactive","Day_1","unpredictability","Your Rank: Surprise Awaits!","Aapka Rank: Surprise Hai!","Weekly leaderboard is live. See if you've climbed or dropped!","Weekly leaderboard live hai. Dekho, upar gaye ya neeche!","Check My Rank","Mera Rank Dekho","Motivational","Leaderboards","leaderboards","1"
"Dormant_Social_Day_7_Unpredictability_T1","4","inactive","Day_7","unpredictability","Your Rank Just Changed!","Aapki Rank Badal Gayi!","Curious? See your new position & challenge friends on the leaderboard.","Jaanna hai? Leaderboard par apni nayi position dekho aur friends ko challenge karo.","Check Leaderboard","Leaderboard Dekho","Friendly","Leaderboards","leaderboards","1"
"Dormant_Social_Day_7_Unpredictability_T2","4","inactive","Day_7","unpredictability","Leaderboard Live! Can You Top The Charts?","Leaderboard Live! Top Par Aaoge Kya?","Your rival's score just updated. See where you stand & challenge them today!","Aapke rival ka score badla hai. Dekho kahan ho aur challenge karo aaj!","Beat Your Rival","Rival Ko Harao","Encouraging","competition_challenge","leaderboards","1"
"Dormant_Social_Day_7_Unpredictability_T3","4","inactive","Day_7","unpredictability","Where Do You Stand Today?","Aaj Aap Kahan Ho?","Your friends are making moves! Find out your current rank on the leaderboards.","Aapke friends aage badh rahe hain! Leaderboards par apni current rank dekho.","See Your Rank","Apni Rank Dekho","Friendly","ranking_status","leaderboards","0"
"Dormant_Social_Day_7_Unpredictability_T4","4","inactive","Day_7","unpredictability","Friends are Crushing It!","Friends Dhamal Macha Rahe Hain!","Don't miss out on the action. See how you compare to others on the leaderboard.","Action miss mat karo. Dekho doosron se kaise compare karte ho.","Compare Scores","Scores Compare Karo","Celebratory","social_comparison","leaderboards","0"
"Dormant_Social_Day_7_Unpredictability_T5","4","inactive","Day_7","unpredictability","Your Rank is a Mystery!","Aapka Rank Ek Raaz Hai!","Leaderboard positions change daily. Log in to see your current spot and compete!","Leaderboard par ranks daily badalte hain. Abhi dekho aur compete karo!","Reveal My Rank","Rank Reveal Karo","Friendly","leaderboards","leaderboards","1"
"Dormant_Social_Day_14_Unpredictability_T1","4","inactive","Day_14","unpredictability","Your New Ranking Awaits!","Aapki Nayi Ranking Ka Intezaar!","Check the leaderboards now to see your latest position and challenge friends.","Leaderboards par apna latest score dekho aur friends ko challenge karo.","Check Leaderboards","Leaderboards Dekho","Motivational","leaderboards_social","leaderboards","0"
"Dormant_Social_Day_14_Unpredictability_T2","4","inactive","Day_14","unpredictability","Who's Leading? Check Your Spot!","Kaun Hai Aage? Apni Rank Dekho!","The leaderboard just shuffled! See if you're still in the race. Practice now.","Leaderboard badal gaya hai! Dekho kya tum abhi bhi race mein ho. Abhi practice karo.","View Rankings","Rankings Dekho","Encouraging","leaderboards","leaderboards","1"
"Dormant_Social_Day_14_Unpredictability_T3","4","inactive","Day_14","unpredictability","Unlock Your Speaking Potential!","Apni English Power Badhao!","Just 15 minutes to sharpen your English. Start your daily lesson now.","Sirf 15 min mein English improve karo. Apna daily lesson shuru karo.","Start Learning","Abhi Seekho","Motivational","Daily Lessons","daily_lessons","1"
"Dormant_Social_Day_14_Unpredictability_T4","4","inactive","Day_14","unpredictability","Unlock Your Career Potential!","Apni Career Potential Unlock Karein!","Practice real-world scenarios like job interviews. Boost your confidence today!","Job interviews jaise real scenarios practice karein. Confidence badhayein aaj hi!","Start Practice","Practice Shuru Karein","Motivational","Role-Based Practice","role_based_practice","1"
"Dormant_Social_Day_14_Unpredictability_T5","4","inactive","Day_14","unpredictability","Your Rank: Still on Top?","Aapki Rank: Ab Kahan Ho?","Leaderboard positions are always changing. See your current rank and challenge yourself!","Leaderboard ki positions badalti rehti hain. Apni rank dekho aur challenge lo!","See My Rank","Apni Rank Dekho","Motivational","Leaderboards","leaderboards","1"
"Dormant_Social_Day_30_Unpredictability_T1","4","inactive","Day_30","unpredictability","Your AI friend is waiting!","Aapka AI dost wait kar raha hai!","Sia is ready to chat. Practice English without any pressure, anytime!","Sia chat ke liye ready hai. Bina pressure English practice karo, anytime!","Chat with Sia","Sia se chat karein","Friendly","Sia Chat","Sia Chat","1"
"Dormant_Social_Day_30_Unpredictability_T2","4","inactive","Day_30","unpredictability","Guess Who's Topping the Leaderboard?","Leaderboard Par Kaun Top Kar Raha Hai?","A new challenge just dropped. See your rivals' scores and climb to the top!","Naya challenge aaya hai. Rivals ke scores dekho aur top par pahuncho!","View Leaderboard Now","Leaderboard Abhi Dekho","Encouraging","competition_challenge","leaderboards","1"
"Dormant_Social_Day_30_Unpredictability_T3","4","inactive","Day_30","unpredictability","Don't Fall Behind!","पीछे मत रहो!","Your friends are climbing the leaderboard. See if you're still in the race!","आपके दोस्त आगे बढ़ रहे हैं। देखो क्या आप अभी भी रेस में हो?","Check Your Rank","अपनी रैंक देखो","Motivational","Leaderboards","leaderboards","1"
"Dormant_Social_Day_30_Unpredictability_T4","4","inactive","Day_30","unpredictability","Leaderboard Shake-Up! Who's Ahead?","Leaderboard Mein Dhamaka! Kaun Aage?","Your friends are making moves! Check your rank now before it changes again.","Aapke dost aage nikal rahe hain! Abhi apna rank dekho, kahin badal na jaaye.","See Rankings","Rank Dekho","Celebratory","social_comparison","leaderboards","1"
"Dormant_Social_Day_30_Unpredictability_T5","4","inactive","Day_30","unpredictability","Track Your Progress!","Apni Progress Track Karo!","See your leaderboard position. Every practice counts.","Leaderboard par apni position dekho. Har practice important hai.","Track Now","Abhi Track Karo","Supportive","progress_tracking","leaderboards","0"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","5","inactive","Day_1","scarcity","Your Exclusive Welcome Back Badge Awaits!","Aapka Special Welcome Back Badge wait kar raha hai!","Complete a quick challenge today to claim your achievement and restart your journey.","Aaj ek quick challenge complete karo aur apna achievement claim karke journey restart karo.","Claim Your Badge","Badge Claim Karo","Encouraging","nan","badges_achievements","0"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","5","inactive","Day_1","scarcity","Your Exclusive Comeback Badge Is Here!","Aapka Exclusive Comeback Badge Aa Gaya Hai!","Claim your unique badge with a quick challenge. It's waiting just for you, but not forever!","Ek quick challenge se apna unique badge pao. Yeh bas aapke liye hai, jaldi karo!","Claim My Badge","Apna Badge Lo","Celebratory","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","5","inactive","Day_1","scarcity","Ready to Discover Your Special Badge?","Apna special badge discover karne ready ho?","A quick 'Welcome Back' challenge awaits to unlock a unique achievement just for you.","Ek quick 'Welcome Back' challenge aapke liye unique achievement unlock karega.","See My Challenge","Apna Challenge Dekho","Friendly","nan","badges_achievements","0"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","5","inactive","Day_1","scarcity","Don't Miss Out! Your Welcome Back Badge Awaits.","Miss mat karo! Welcome Back Badge wait kar raha hai.","Many are earning their exclusive re-engagement badge. Complete your challenge now!","Bahut log exclusive re-engagement badge jeet rahe hain. Challenge pura karo abhi!","Start Challenge Now","Abhi Challenge Shuru Karo","Motivational","nan","badges_achievements","0"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T5","5","inactive","Day_1","scarcity","Unlock Your Special Badge: Don't Miss Out!","Apna Special Badge Unlock Karein: Miss Mat Karo!","Complete just one quick lesson to earn your exclusive Welcome Back Badge. Hurry!","Bas ek quick lesson poora karke apna exclusive Welcome Back Badge paayein. Jaldi karein!","Claim My Badge Now","Mera Badge Abhi Claim Karein","Motivational","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T1","5","inactive","Day_7","scarcity","Your Welcome Back Badge Expires Soon!","Aapka Welcome Back Badge expire hone wala hai!","Don't miss out! Complete a quick challenge today to claim your exclusive achievement.","Miss mat karo! Aaj ek quick challenge complete karke apna exclusive achievement pao.","Claim Your Badge","Badge Claim Karein","Encouraging","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T2","5","inactive","Day_7","scarcity","No pressure, just practice.","Koi pressure nahi, bas practice.","Sia is ready for a friendly chat. Start speaking English confidently again.","Sia aapke liye ready hai. Phir se confidence se English bolo.","Chat with Sia","Sia se baat karo","Empathetic","Sia Chat","sia_chat","1"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T3","5","inactive","Day_7","scarcity","Your Special Badge Awaits! Limited Time!","Aapka Special Badge! Bas Kuch Waqt Hai!","Unlock your exclusive 'Comeback Champion' badge. Complete a quick challenge before it's gone.","Apna exclusive 'Comeback Champion' badge unlock karo. Mauka nikalne se pehle challenge poora karo.","Claim My Badge","Apna Badge Lo","Motivational","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T4","5","inactive","Day_7","scarcity","Don't Miss Out! Your Exclusive Welcome Back Badge.","Miss Mat Karo! Aapka Exclusive Welcome Back Badge.","Other users are claiming this special badge. Complete your quick challenge today!","Baaki users yeh special badge le rahe hain. Apna quick challenge aaj hi poora karo!","Claim Your Badge","Apna Badge Paao","Motivational","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T5","5","inactive","Day_7","scarcity","Your Special Welcome Back Badge!","Aapka Khaas Welcome Back Badge!","This exclusive badge expires soon. Complete a short challenge to claim it now!","Yeh exclusive badge jald expire ho jayega. Ek chhota challenge poora kar ke abhi paao!","Claim Your Badge","Apna Badge Paayein","Motivational","badges_achievements","badges_achievements","1"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T1","5","inactive","Day_14","scarcity","Missing practice? Sia is here to help!","Practice miss kar rahe ho? Sia hai help ke liye!","No pressure, just practice. Restart your English journey with real-time AI feedback.","Koi pressure nahi, bas practice. Sia ke saath English journey restart karo.","Chat with Sia","Sia se baat karo","Empathetic","AI Tutor (Sia)","ai_tutor","1"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T2","5","inactive","Day_14","scarcity","Exclusive Badge: Last Chance!","Exclusive Badge: Aaj Last Chance!","Complete a 1-min challenge to earn your special 'Comeback Star' badge.","Sirf 1-min challenge poora karo aur apna 'Comeback Star' badge jeeto.","Claim My Badge","Apna Badge Lo","Celebratory","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T3","5","inactive","Day_14","scarcity","Ready to Discover Your Special Badge?","Apna special badge discover karne ready ho?","A quick 'Welcome Back' challenge awaits to unlock a unique achievement just for you.","Ek quick 'Welcome Back' challenge aapke liye unique achievement unlock karega.","See My Challenge","Apna Challenge Dekho","Friendly","nan","badges_achievements","0"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T4","5","inactive","Day_14","scarcity","Last Chance: Your Exclusive Welcome Back Badge!","Aakhri Mauka: Aapka Exclusive Welcome Back Badge!","Don't miss this unique re-engagement reward. Complete your challenge before it's gone!","Yeh khaas re-engagement reward miss mat karo. Challenge poora karo, isse pehle ki yeh chala jaye!","Claim Your Badge Now!","Abhi Badge Claim Karo!","Motivational","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T5","5","inactive","Day_14","scarcity","Missed practicing? Sia's here to chat!","Practice chhoot gaya? Sia hai yahaan!","No pressure, just friendly practice. Your AI friend is ready for you.","Koi pressure nahi. Bas friendly practice. Aapka AI dost ready hai.","Chat with Sia","Sia se baat karein","Empathetic","Sia Chat","sia_chat","1"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T1","5","inactive","Day_30","scarcity","Your Exclusive Welcome Badge: Last Chance!","Aapka Exclusive Welcome Badge: Last Chance!","This special badge is for a limited time! Complete a quick practice to claim it.","Yeh special badge limited time ke liye hai! Ek quick practice karke abhi claim karein.","Claim Your Badge Now!","Abhi Claim Karein!","Encouraging","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T2","5","inactive","Day_30","scarcity","Celebrate Your Comeback! Special Badge Awaits!","Apni comeback celebrate karo! Special badge pao!","Earn your unique Welcome Back badge with a quick challenge. Don't miss this!","Ek quick challenge se apna unique Welcome Back badge jeeto. Yeh chance miss mat karo!","Get My Badge","Apna Badge Lo","Celebratory","nan","badges_achievements","0"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T3","5","inactive","Day_30","scarcity","Ready to Discover Your Special Badge?","Apna special badge discover karne ready ho?","A quick 'Welcome Back' challenge awaits to unlock a unique achievement just for you.","Ek quick 'Welcome Back' challenge aapke liye unique achievement unlock karega.","See My Challenge","Apna Challenge Dekho","Friendly","nan","badges_achievements","0"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T4","5","inactive","Day_30","scarcity","Unlock Your Exclusive Welcome Back Badge Today!","Special Welcome Back Badge unlock karein, aaj hi!","Many are earning this special badge. Complete your first 5-min lesson to claim it!","Yeh special badge bahut log jeet rahe hain. Apna pehla 5-min lesson pura kar paayein!","Start 5-min Lesson","Pehla Lesson Shuru Karo","Motivational","Badges & Achievements","badges_achievements","1"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T5","5","inactive","Day_30","scarcity","Your Exclusive Welcome Back Badge Awaits!","Aapka Exclusive Welcome Back Badge Hai Taiyaar!","Complete a quick task today to instantly reclaim your progress & special reward.","Aaj ek quick task poora karke apni progress aur special reward turant paayein.","Start Challenge Now","Abhi Challenge Shuru Karein","Motivational","Badges & Achievements","badges_achievements","1"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T1","6","inactive","Day_1","accomplishment","Missing your English practice?","English practice miss kar rahe ho?","Sia is waiting to chat! Practice anytime, no pressure.","Sia aapka wait kar rahi hai! Bina pressure ke practice karo.","Chat Now","Ab Chat Karo","Friendly","Sia Chat","sia_chat","1"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T2","6","inactive","Day_1","accomplishment","Feeling Stuck? Sia is here to help!","Stuck feel kar rahe ho? Sia aapki madad ke liye hai!","Get instant, personalized feedback on your daily lesson to speak confidently today.","Apni daily lesson mein instant, personalized feedback paao aur aaj hi confidence se bolo.","Practice with Sia","Sia ke saath practice karo","Empathetic","ai_tutor_sia","ai_tutor_sia","1"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T3","6","inactive","Day_1","accomplishment","Want to Sound More Confident?","Aur Confident Bolna Chahte Ho?","Our Pronunciation Coach in today's daily lesson offers instant feedback to refine your speech.","Aaj ki daily lesson mein Pronunciation Coach se instant feedback pao, apni speech sudharne ke liye.","Improve Pronunciation","Pronunciation Sudharo","Friendly","pronunciation_coach","daily_lessons","0"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T4","6","inactive","Day_1","accomplishment","Unlock Your Fluent Voice!","Apni Fluent Awaaz Unlock Karo!","Practice confidently with Sia, your AI Tutor. Get instant feedback, speak better today.","Sia ke saath confidently practice karo. Instant feedback paao, aaj hi behtar bolo.","Chat with Sia","Sia se baat karo","Motivational","AI Tutor (Sia)","ai_tutor","1"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T5","6","inactive","Day_1","accomplishment","Master Grammar, Fast!","Grammar Mein Master Bano, Jaldi!","Start your daily lesson for instant grammar feedback and speak perfectly.","Daily lesson shuru karo instant grammar feedback aur perfect bolo.","Fix My Grammar","Grammar Theek Karo","Supportive","grammar_guardian","daily_lessons","0"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T1","6","inactive","Day_7","accomplishment","Boost Your Fluency Today!","Apni Fluency Badhao Aaj!","Start your daily lesson to refresh skills and get instant AI feedback.","Daily lesson shuru karo skills refresh karne aur instant AI feedback paane ke liye.","Start Lesson","Lesson Shuru Karo","Motivational","daily_lessons","daily_lessons","0"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T2","6","inactive","Day_7","accomplishment","Struggling to Speak? Sia Can Help!","Bolne mein dikkat? Sia karegi help!","Get instant corrections & boost your confidence. Your practice with Sia awaits!","Instant corrections pao, confidence badhao. Sia ke saath practice ready hai!","Chat with Sia Now","Sia se abhi baat karo","Empathetic","AI Tutor (Sia)","ai_tutor_sia","1"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T3","6","inactive","Day_7","accomplishment","Unlock Confident Speech Now!","Ab Confident Bolna Seekho!","Our Pronunciation Coach gives instant, personalized feedback. Speak flawlessly today!","Pronunciation Coach se pao instant feedback. Aaj hi flawless English bolo!","Start Your Lesson!","Abhi Practice Karein!","Motivational","Pronunciation Coach","pronunciation_coach","1"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T4","6","inactive","Day_7","accomplishment","Boost Your Career English!","Apni Career English Badhao!","Practice job interviews & presentations. Sound confident in real-world scenarios.","Job interviews aur presentations practice karo. Real-world mein confident lago.","Start Practicing","Practice Shuru Karo","Motivational","Role-Based Practice","role_based_practice","1"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T5","6","inactive","Day_7","accomplishment","Master Grammar, Fast!","Grammar Mein Master Bano, Jaldi!","Start your daily lesson for instant grammar feedback and speak perfectly.","Daily lesson shuru karo instant grammar feedback aur perfect bolo.","Fix My Grammar","Grammar Theek Karo","Supportive","grammar_guardian","daily_lessons","0"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T1","6","inactive","Day_14","accomplishment","Boost Your Fluency Today!","Apni Fluency Badhao Aaj!","Start your daily lesson to refresh skills and get instant AI feedback.","Daily lesson shuru karo skills refresh karne aur instant AI feedback paane ke liye.","Start Lesson","Lesson Shuru Karo","Motivational","daily_lessons","daily_lessons","0"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T2","6","inactive","Day_14","accomplishment","Stuck with English? Get Sia's Instant Feedback!","English mein atke ho? Sia se instant feedback lo!","Don't let hesitation stop you. Sia gives instant, personalized feedback for confident English.","Jhijhak chhodo! Sia degi instant feedback, confident English ke liye.","Chat with Sia Now","Sia se abhi chat karein","Empathetic","AI Tutor (Sia)","ai_tutor_sia","1"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T3","6","inactive","Day_14","accomplishment","Unlock Confident English Speaking Today!","Aaj hi confident English bolo!","Get instant feedback from our Pronunciation Coach to refine your accent in minutes.","Pronunciation Coach se turant feedback pao, kuch hi minutes mein accent sudharo.","Start Practicing Now","Abhi Practice Karein","Motivational","Pronunciation Coach","pronunciation_coach","1"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T4","6","inactive","Day_14","accomplishment","Don't Miss Your Progress!","Apni Progress Miss Mat Karo!","Complete your daily lesson to unlock personalized progress reports and see your improvement.","Daily lesson poori karo personalized progress reports unlock karne aur improvement dekho.","View Progress","Progress Dekho","Encouraging","progress_reports","daily_lessons","0"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T5","6","inactive","Day_14","accomplishment","Boost Your English Today!","Apni English Ko Boost Karein!","Practice with Sia. Get instant feedback to speak fluently.","Sia ke saath practice karein. Instant feedback paakar, fluent bole.","Chat with Sia","Sia se chat karein","Motivational","AI Tutor (Sia)","ai_tutor","1"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T1","6","inactive","Day_30","accomplishment","Your Fluency Awaits!","Apni Fluency Unlock Karo!","Just 15 mins to practice & get instant AI feedback. Improve today!","Sirf 15 min practice karo aur instant AI feedback pao. Aaj hi behtar bano!","Start Lesson","Lesson Shuru Karo","Encouraging","Daily Lessons","daily_lessons","1"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T2","6","inactive","Day_30","accomplishment","Feeling Stuck? Sia Can Help!","Stuck Feel Kar Rahe Ho? Sia Help Karegi!","Your daily lesson is ready with Sia's personalized feedback to guide your progress.","Aapki daily lesson Sia ke personalized feedback ke saath ready hai, aapki progress guide karne ke liye.","Meet Sia","Sia Se Milo","Empathetic","ai_tutor_sia","daily_lessons","0"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T3","6","inactive","Day_30","accomplishment","Want to Sound More Confident?","Aur Confident Bolna Chahte Ho?","Our Pronunciation Coach in today's daily lesson offers instant feedback to refine your speech.","Aaj ki daily lesson mein Pronunciation Coach se instant feedback pao, apni speech sudharne ke liye.","Improve Pronunciation","Pronunciation Sudharo","Friendly","pronunciation_coach","daily_lessons","0"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T4","6","inactive","Day_30","accomplishment","Track Your Speaking Progress Now!","Apni Speaking Progress Dekho!","Complete your daily lesson to see your improved fluency and pronunciation scores.","Aaj ka lesson complete karo aur apni fluency & pronunciation scores mein sudhaar dekho.","View My Progress","Progress Dekho Abhi","Motivational","Progress Reports","daily_lessons","1"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T5","6","inactive","Day_30","accomplishment","Master Grammar, Fast!","Grammar Mein Master Bano, Jaldi!","Start your daily lesson for instant grammar feedback and speak perfectly.","Daily lesson shuru karo instant grammar feedback aur perfect bolo.","Fix My Grammar","Grammar Theek Karo","Supportive","grammar_guardian","daily_lessons","0"
"Paid_Competitive_Week_1_Ownership_and_Possession_T1","7","paid","Week_1","ownership","Your Daily Lesson Awaits!","Apka Daily Lesson Ready Hai!","Your next step to fluency is ready. Start practicing to grow!","Fluency ka agla step. Abhi practice karke improve karo!","Start Lesson","Lesson Shuru Karein","Encouraging","Daily Lessons","daily_lessons","1"
"Paid_Competitive_Week_1_Ownership_and_Possession_T2","7","paid","Week_1","ownership","Unlock Your Career Potential!","Career Mein Aage Badho!","Practice job interviews & presentations. Speak confidently for real-world success.","Interviews aur presentations practice karo. Real life mein confidence se bolo.","Start Practicing Now","Abhi Practice Karein","Motivational","Role-Based Practice","role_based_practice","1"
"Paid_Competitive_Week_1_Ownership_and_Possession_T3","7","paid","Week_1","ownership","Where Does Your Streak Rank?","Aapki Streak Kahan Rank Karti Hai?","Your daily streak isn't just progress; it's your spot on the leaderboard! Check it out.","Aapki daily streak sirf progress nahi, leaderboard pe aapki jagah hai! Dekho.","View Leaderboard","Leaderboard Dekho","Friendly","leaderboards","streaks","0"
"Paid_Competitive_Week_1_Ownership_and_Possession_T4","7","paid","Week_1","ownership","Your Daily Coins Await!","आपके डेली कॉइन्स आपका इंतज़ार कर रहे हैं!","Keep your streak strong! Earn valuable coins today for exclusive content.","अपनी स्ट्रीक पक्की रखो! आज ही valuable coins कमाओ exclusive content के लिए.","Claim Your Coins","अपने कॉइन्स अभी क्लेम करो","Encouraging","Coins","streaks","1"
"Paid_Competitive_Week_1_Ownership_and_Possession_T5","7","paid","Week_1","ownership","Fantastic Streak! Celebrate Your Progress.","Shaandaar Streak! Apni Progress Celebrate Karein.","You've built an amazing streak. Keep up the momentum for fluency!","Aapne zabardast streak banayi hai. Fluency ke liye momentum banaye rakhein!","Practice Today!","Aaj Practice Karein!","Celebratory","Streaks","streaks","1"
"Paid_Competitive_Week_2_Ownership_and_Possession_T1","7","paid","Week_2","ownership","Don't Break Your Streak, Boost Your Coins!","Streak Mat Todo, Coins Badhao!","Every day you practice, your streak grows, and so do your daily coin rewards.","Har din practice se streak badhegi, aur daily coins bhi milenge.","Practice Now","Abhi Practice Karo","Motivational","coins","streaks","0"
"Paid_Competitive_Week_2_Ownership_and_Possession_T2","7","paid","Week_2","ownership","Your Amazing Streak: New Badges Await!","Aapki Shandaar Streak: Naye Badges Hain Taiyaar!","Don't miss out! Extend your streak today to unlock exclusive fluency badges.","Miss mat karo! Apni streak aaj badhao aur exclusive fluency badges unlock karo.","Unlock Now","Abhi Unlock Karo","Celebratory","Badges & Achievements","streaks","1"
"Paid_Competitive_Week_2_Ownership_and_Possession_T3","7","paid","Week_2","ownership","Where Does Your Streak Rank?","Aapki Streak Kahan Rank Karti Hai?","Your daily streak isn't just progress; it's your spot on the leaderboard! Check it out.","Aapki daily streak sirf progress nahi, leaderboard pe aapki jagah hai! Dekho.","View Leaderboard","Leaderboard Dekho","Friendly","leaderboards","streaks","0"
"Paid_Competitive_Week_2_Ownership_and_Possession_T4","7","paid","Week_2","ownership","Don't Lose Your Daily Coins!","Apne Daily Coins mat gawaao!","Your streak is valuable! Secure today's coins before they expire. Others are claiming theirs!","Apni streak barkarar rakho, daily coins expire ho rahe hain. Sab le rahe hain!","Claim Coins Now","Abhi Coins Claim Karo","Encouraging","Coins","streaks","1"
"Paid_Competitive_Week_2_Ownership_and_Possession_T5","7","paid","Week_2","ownership","Protect Your Streak. Practice!","Apni Streak Bachao. Practice Karo!","A quick practice with Sia helps maintain your streak and progress. Don't break it!","Sia ke saath quick practice se streak aur progress bani rahegi.","Practice with Sia","Sia Ke Saath Practice","Supportive","sia_chat","streaks","0"
"Paid_Competitive_Week_4_Ownership_and_Possession_T1","7","paid","Week_4","ownership","Improve your English, effortlessly!","Apni English sudharo, easily!","Sia, your AI Tutor, gives instant feedback. Speak with confidence today.","Sia, aapka AI Tutor, instant feedback dega. Aaj hi confidence se bolo.","Chat with Sia","Sia se baat karo","Encouraging","AI Tutor (Sia)","ai_tutor","1"
"Paid_Competitive_Week_4_Ownership_and_Possession_T2","7","paid","Week_4","ownership","Speak English freely with Sia!","Sia ke saath English bolo!","Get instant feedback, build confidence. Your AI friend is ready to chat!","Instant feedback paayein, confidence badhaayein. Aapka AI dost ready hai!","Chat with Sia Now","Sia se baat karein","Friendly","Sia Chat","sia_chat","1"
"Paid_Competitive_Week_4_Ownership_and_Possession_T3","7","paid","Week_4","ownership","Your Streak: Ready to Dominate Leaderboard?","Aapki Streak: Leaderboard Pe Top Karein?","See your real-time rank. Push your streak, claim your top spot!","Apna real-time rank dekho. Streak badhao, top position paao!","Climb the Ranks","Rank Badhao","Motivational","Leaderboards","streaks","1"
